,team,date,points,goals,goals_against,power_play,penalty_kill,shots,shots_against,FOWp,opponent,identifier,rolling_points_5,rolling_points_10,rolling_points_20,rolling_goals_5,rolling_goals_10,rolling_ga_5,rolling_ga_10,rolling_pp_5,rolling_pk_5,rolling_shots_5,rolling_sa_5,rolling_fow_5
23210,Detroit Red Wings,2015-03-15,2,5,1,25.0,100.0,25.0,43.0,39.4,Pittsburgh Penguins,@,0.4,0.9,1.1,2.6,2.5,4.4,3.2,30.660000000000004,59.67999999999999,35.0,30.8,55.56
23257,Detroit Red Wings,2015-03-19,0,1,3,0.0,100.0,27.0,32.0,50.8,Florida Panthers,@,0.8,1.0,1.1,3.2,2.7,3.6,3.0,25.660000000000004,66.34,33.0,34.6,52.36
23271,Detroit Red Wings,2015-03-20,0,1,3,33.3,100.0,31.0,32.0,43.6,Tampa Bay Lightning,@,0.8,1.0,1.1,2.8,2.8,3.2,3.2,21.660000000000004,74.34,30.6,35.0,52.980000000000004
23303,Detroit Red Wings,2015-03-22,2,2,1,16.7,75.0,25.0,24.0,40.7,St. Louis Blues,vs,0.4,0.8,1.0,2.0,2.6,3.4,3.3,21.660000000000004,78.34,31.6,33.8,49.7
23328,Detroit Red Wings,2015-03-24,1,4,5,20.0,60.0,37.0,22.0,39.7,Arizona Coyotes,vs,0.8,0.8,1.0,2.2,2.4,3.0,3.1,21.660000000000004,80.0,28.2,33.4,46.2
23357,Detroit Red Wings,2015-03-26,0,4,6,0.0,100.0,34.0,30.0,44.3,San Jose Sharks,vs,1.0,0.7,0.95,2.6,2.6,2.6,3.5,19.000000000000007,87.0,29.0,30.6,42.839999999999996
23386,Detroit Red Wings,2015-03-28,2,4,0,0.0,100.0,23.0,23.0,44.4,Tampa Bay Lightning,vs,0.6,0.7,0.95,2.4,2.8,3.6,3.6,14.000000000000005,87.0,30.8,28.0,43.82
23408,Detroit Red Wings,2015-03-29,0,4,5,33.3,25.0,25.0,27.0,43.6,New York Islanders,@,1.0,0.9,1.0,3.0,2.9,3.0,3.1,14.000000000000005,87.0,30.0,26.2,42.540000000000006
23435,Detroit Red Wings,2015-03-31,1,1,1,0.0,100.0,17.0,34.0,44.6,Ottawa Senators,vs,1.0,0.7,1.0,3.6,2.8,3.4,3.4,14.000000000000005,72.0,28.8,25.2,42.540000000000006
23458,Detroit Red Wings,2015-04-02,0,2,3,20.0,75.0,37.0,25.0,50.8,Boston Bruins,vs,0.8,0.8,0.95,3.4,2.8,3.4,3.2,10.660000000000005,77.0,27.2,27.2,43.32
23489,Detroit Red Wings,2015-04-04,2,2,2,50.0,83.3,22.0,24.0,46.3,Minnesota Wild,@,0.6,0.8,0.85,3.0,2.8,3.0,2.8,10.660000000000005,80.0,27.2,27.8,45.54
23510,Detroit Red Wings,2015-04-05,0,1,2,20.0,66.7,36.0,28.0,45.6,Washington Capitals,vs,1.0,0.8,0.9,2.6,2.5,2.2,2.9,20.660000000000004,76.66,24.8,26.6,45.94
23530,Detroit Red Wings,2015-04-07,2,3,2,100.0,100.0,25.0,32.0,42.9,Carolina Hurricanes,vs,0.6,0.8,0.9,2.0,2.5,2.6,2.8,24.660000000000004,70.0,27.4,27.6,46.17999999999999
23556,Detroit Red Wings,2015-04-09,1,3,4,0.0,75.0,27.0,26.0,56.1,Montréal Canadiens,@,1.0,1.0,0.9,1.8,2.7,2.0,2.7,38.00000000000001,85.0,27.4,28.6,46.04
23587,Detroit Red Wings,2015-04-11,2,2,0,0.0,100.0,29.0,35.0,48.4,Carolina Hurricanes,@,1.0,0.9,0.85,2.2,2.8,2.6,3.0,38.00000000000001,80.0,29.4,27.0,48.339999999999996
23629,Detroit Red Wings,2015-10-09,2,4,0,25.0,100.0,22.0,22.0,45.9,Toronto Maple Leafs,vs,1.4,1.0,0.85,2.2,2.6,2.0,2.5,34.00000000000001,85.0,27.8,29.0,47.86
23649,Detroit Red Wings,2015-10-10,2,4,3,0.0,83.3,19.0,47.0,50.0,Carolina Hurricanes,@,1.4,1.2,0.95,2.6,2.6,1.6,1.9,29.000000000000007,88.34,27.8,28.6,47.78
23682,Detroit Red Wings,2015-10-13,2,3,1,33.3,100.0,24.0,21.0,45.6,Tampa Bay Lightning,vs,1.8,1.2,1.05,3.2,2.6,1.8,2.2,25.000000000000007,91.66,24.4,32.4,48.660000000000004
23719,Detroit Red Wings,2015-10-16,0,3,5,0.0,66.7,20.0,36.0,42.6,Carolina Hurricanes,vs,1.8,1.4,1.05,3.2,2.5,1.6,1.8,11.660000000000005,91.66,24.2,30.2,49.2
23742,Detroit Red Wings,2015-10-17,0,1,4,0.0,60.0,22.0,41.0,48.4,Montréal Canadiens,@,1.6,1.3,1.05,3.2,2.7,1.8,2.2,11.660000000000005,90.0,22.8,32.2,46.5
23781,Detroit Red Wings,2015-10-21,0,1,3,0.0,66.7,29.0,28.0,58.6,Edmonton Oilers,@,1.2,1.3,1.05,3.0,2.6,2.6,2.3,11.660000000000005,82.0,21.4,33.4,46.5
23807,Detroit Red Wings,2015-10-23,1,2,3,50.0,100.0,29.0,40.0,51.6,Calgary Flames,@,0.8,1.1,0.95,2.4,2.5,3.2,2.4,6.6600000000000055,75.34,22.8,34.6,49.04
23825,Detroit Red Wings,2015-10-24,2,3,2,16.7,50.0,28.0,32.0,38.3,Vancouver Canucks,@,0.6,1.2,1.0,2.0,2.6,3.2,2.5,16.660000000000004,78.67999999999999,24.8,33.2,49.36
23856,Detroit Red Wings,2015-10-27,0,1,3,0.0,100.0,26.0,21.0,45.8,Carolina Hurricanes,vs,0.6,1.2,1.1,2.0,2.6,3.4,2.5,13.340000000000007,68.67999999999999,25.6,35.4,47.9
23901,Detroit Red Wings,2015-10-30,0,1,3,20.0,100.0,30.0,35.0,56.1,Ottawa Senators,vs,0.6,1.1,1.0,1.6,2.4,3.0,2.4,13.340000000000007,75.34,26.8,32.4,48.54
23917,Detroit Red Wings,2015-10-31,2,5,3,66.7,100.0,28.0,36.0,50.7,Ottawa Senators,@,0.6,0.9,0.95,1.6,2.3,2.8,2.7,17.340000000000007,83.34,28.4,31.2,50.08
23953,Detroit Red Wings,2015-11-03,2,2,1,0.0,75.0,29.0,30.0,43.8,Tampa Bay Lightning,vs,1.0,0.9,1.05,2.4,2.4,2.8,3.0,30.680000000000007,90.0,28.2,32.8,48.5
23994,Detroit Red Wings,2015-11-06,2,2,1,0.0,100.0,24.0,33.0,43.1,Toronto Maple Leafs,@,1.2,0.9,1.05,2.4,2.2,2.4,2.8,20.680000000000007,85.0,28.2,30.8,46.94
24026,Detroit Red Wings,2015-11-08,0,1,4,20.0,66.7,22.0,26.0,52.3,Dallas Stars,vs,1.2,0.9,1.15,2.2,2.1,2.2,2.8,17.340000000000007,95.0,27.4,31.0,47.9
24043,Detroit Red Wings,2015-11-10,2,1,0,0.0,100.0,27.0,38.0,53.7,Washington Capitals,vs,1.2,0.9,1.1,2.2,1.9,2.4,2.7,21.340000000000007,88.34,26.6,32.0,49.2
24087,Detroit Red Wings,2015-11-13,0,2,3,0.0,100.0,28.0,14.0,49.0,San Jose Sharks,vs,1.6,1.1,1.2,2.2,1.9,1.8,2.3,17.340000000000007,88.34,26.0,32.6,48.72
24105,Detroit Red Wings,2015-11-14,0,1,3,33.3,100.0,23.0,31.0,50.9,Boston Bruins,@,1.2,1.1,1.1,1.6,2.0,1.8,2.3,4.000000000000005,88.34,26.0,28.2,48.379999999999995
24128,Detroit Red Wings,2015-11-16,2,4,3,0.0,50.0,37.0,25.0,39.4,Ottawa Senators,@,0.8,1.0,1.1,1.4,1.9,2.2,2.3,10.660000000000005,93.34,24.8,28.4,49.8
24152,Detroit Red Wings,2015-11-18,1,1,2,0.0,83.3,26.0,27.0,51.8,Washington Capitals,vs,0.8,1.0,1.1,1.8,2.0,2.6,2.4,10.660000000000005,83.34,27.4,26.8,49.06
24180,Detroit Red Wings,2015-11-20,2,3,2,20.0,100.0,29.0,37.0,49.2,Los Angeles Kings,vs,1.0,1.1,1.1,1.8,2.0,2.2,2.3,6.6600000000000055,86.66,28.2,27.0,48.959999999999994
24197,Detroit Red Wings,2015-11-21,2,4,3,50.0,100.0,32.0,33.0,50.0,St. Louis Blues,@,1.0,1.3,1.1,2.2,2.2,2.6,2.2,10.660000000000005,86.66,28.6,26.8,48.06
24247,Detroit Red Wings,2015-11-25,1,2,3,0.0,100.0,34.0,22.0,44.7,Boston Bruins,vs,1.4,1.3,1.1,2.6,2.1,2.6,2.2,20.660000000000004,86.66,29.4,30.6,48.260000000000005
24273,Detroit Red Wings,2015-11-27,2,4,3,0.0,50.0,32.0,24.0,50.0,Edmonton Oilers,vs,1.6,1.2,1.05,2.8,2.1,2.6,2.4,14.000000000000005,86.66,31.6,28.8,47.019999999999996
24309,Detroit Red Wings,2015-11-29,1,1,2,0.0,100.0,29.0,32.0,46.2,Florida Panthers,vs,1.6,1.2,1.05,2.8,2.3,2.6,2.6,14.000000000000005,86.66,30.6,28.6,49.14
24326,Detroit Red Wings,2015-12-01,2,4,4,50.0,60.0,46.0,32.0,52.3,Buffalo Sabres,vs,1.6,1.3,1.1,2.8,2.3,2.6,2.4,14.000000000000005,90.0,31.2,29.6,48.02
24355,Detroit Red Wings,2015-12-03,2,5,1,0.0,100.0,44.0,27.0,57.6,Arizona Coyotes,vs,1.6,1.3,1.2,3.0,2.6,3.0,2.8,20.000000000000007,82.0,34.6,28.6,48.64
24386,Detroit Red Wings,2015-12-05,2,5,4,40.0,25.0,36.0,32.0,60.6,Nashville Predators,vs,1.6,1.5,1.3,3.2,2.9,2.6,2.6,10.000000000000005,82.0,37.0,27.4,50.160000000000004
24425,Detroit Red Wings,2015-12-08,1,2,2,0.0,80.0,23.0,40.0,44.8,Washington Capitals,@,1.8,1.7,1.35,3.8,3.3,2.8,2.7,18.000000000000007,67.0,37.4,29.4,53.339999999999996
24450,Detroit Red Wings,2015-12-10,2,3,2,16.7,100.0,29.0,25.0,51.4,Montréal Canadiens,vs,1.6,1.6,1.3,3.4,3.1,2.6,2.6,18.000000000000007,73.0,35.6,32.6,52.3
24462,Detroit Red Wings,2015-12-11,1,2,3,66.7,75.0,29.0,38.0,60.8,New Jersey Devils,@,1.8,1.7,1.4,3.8,3.3,2.6,2.6,21.340000000000007,73.0,35.6,31.2,53.339999999999996
24502,Detroit Red Wings,2015-12-14,0,1,2,0.0,100.0,33.0,30.0,46.4,Buffalo Sabres,vs,1.6,1.6,1.45,3.4,3.2,2.4,2.7,24.680000000000007,76.0,32.2,32.4,55.04
24562,Detroit Red Wings,2015-12-18,1,3,3,0.0,100.0,28.0,40.0,64.5,Vancouver Canucks,vs,1.2,1.4,1.35,2.6,2.9,2.6,2.6,24.680000000000007,76.0,30.0,33.0,52.8
24594,Detroit Red Wings,2015-12-20,2,4,2,0.0,66.7,35.0,28.0,70.9,Calgary Flames,vs,1.0,1.4,1.3,2.2,3.0,2.4,2.6,16.680000000000007,91.0,28.4,34.6,53.58
24623,Detroit Red Wings,2015-12-22,0,3,4,40.0,80.0,28.0,17.0,54.0,New Jersey Devils,vs,1.2,1.4,1.3,2.6,3.0,2.4,2.5,16.680000000000007,88.34,30.8,32.2,58.8
24642,Detroit Red Wings,2015-12-26,2,3,2,33.3,100.0,23.0,26.0,50.9,Nashville Predators,@,0.8,1.3,1.3,2.6,3.2,2.8,2.7,21.340000000000007,84.34,30.6,30.6,59.32000000000001
24675,Detroit Red Wings,2015-12-28,0,1,3,0.0,50.0,29.0,35.0,45.8,Minnesota Wild,@,1.0,1.3,1.3,2.8,3.1,2.6,2.5,14.660000000000005,89.34,29.4,28.2,57.339999999999996
24691,Detroit Red Wings,2015-12-29,0,1,4,16.7,50.0,34.0,25.0,44.2,Winnipeg Jets,@,1.0,1.1,1.3,2.8,2.7,2.8,2.7,14.660000000000005,79.34,28.6,29.2,57.220000000000006
24718,Detroit Red Wings,2015-12-31,0,2,5,0.0,33.3,35.0,37.0,49.2,Pittsburgh Penguins,vs,0.8,0.9,1.3,2.4,2.3,3.0,2.7,18.000000000000007,69.34,29.8,26.2,53.160000000000004
24745,Detroit Red Wings,2016-01-02,2,4,3,50.0,60.0,23.0,35.0,48.4,Buffalo Sabres,@,0.4,0.8,1.2,2.0,2.3,3.6,3.0,18.000000000000007,62.65999999999999,29.8,28.0,48.82
24769,Detroit Red Wings,2016-01-04,2,1,0,0.0,100.0,21.0,22.0,59.6,New Jersey Devils,@,0.8,0.8,1.25,2.2,2.4,3.4,3.1,20.000000000000007,58.660000000000004,28.8,31.6,47.7
24808,Detroit Red Wings,2016-01-07,2,2,1,0.0,100.0,25.0,36.0,41.2,San Jose Sharks,@,0.8,0.9,1.25,1.8,2.3,3.0,2.8,13.340000000000007,58.660000000000004,28.4,30.8,49.44
24854,Detroit Red Wings,2016-01-10,2,2,1,0.0,100.0,24.0,31.0,54.2,Anaheim Ducks,@,1.2,1.1,1.25,2.0,2.4,2.6,2.7,13.340000000000007,68.66,27.6,31.0,48.52
24863,Detroit Red Wings,2016-01-11,0,2,4,0.0,33.3,27.0,31.0,40.4,Los Angeles Kings,@,1.6,1.2,1.3,2.2,2.3,2.0,2.5,10.000000000000005,78.66,25.6,32.2,50.519999999999996
24899,Detroit Red Wings,2016-01-14,2,3,2,66.7,66.7,25.0,29.0,47.2,Arizona Coyotes,@,1.6,1.0,1.2,2.2,2.1,1.8,2.7,10.000000000000005,78.66,24.0,31.0,48.760000000000005
24950,Detroit Red Wings,2016-01-17,1,1,1,0.0,100.0,30.0,31.0,42.0,Philadelphia Flyers,vs,1.6,1.2,1.25,2.0,2.1,1.6,2.5,13.340000000000007,80.0,24.4,29.8,48.52
24981,Detroit Red Wings,2016-01-20,0,1,2,33.3,100.0,30.0,20.0,63.2,St. Louis Blues,vs,1.4,1.1,1.2,2.0,1.9,1.8,2.4,13.340000000000007,80.0,26.2,31.6,45.0
25013,Detroit Red Wings,2016-01-22,2,3,0,0.0,100.0,45.0,19.0,55.9,Buffalo Sabres,@,1.0,1.1,1.1,1.8,1.9,2.0,2.3,20.000000000000007,80.0,27.2,28.4,49.4
25023,Detroit Red Wings,2016-01-23,0,3,4,0.0,100.0,27.0,35.0,56.3,Anaheim Ducks,vs,1.0,1.3,1.1,2.0,2.1,1.8,1.9,20.000000000000007,80.0,31.4,26.0,49.74
25050,Detroit Red Wings,2016-01-25,2,4,2,100.0,100.0,26.0,29.0,37.0,New York Islanders,@,1.0,1.3,1.05,2.2,2.2,1.8,1.8,20.000000000000007,93.34,31.4,26.8,52.92
25110,Detroit Red Wings,2016-02-03,0,1,3,0.0,33.3,25.0,23.0,54.9,Tampa Bay Lightning,@,1.0,1.3,1.05,2.4,2.2,1.8,1.7,26.660000000000004,100.0,31.6,26.8,50.88
25123,Detroit Red Wings,2016-02-04,0,3,6,28.6,50.0,39.0,33.0,40.7,Florida Panthers,@,0.8,1.1,1.0,2.4,2.2,2.2,2.0,26.660000000000004,86.66,30.6,25.2,53.459999999999994
25157,Detroit Red Wings,2016-02-06,2,5,1,33.3,80.0,20.0,29.0,47.8,New York Islanders,vs,0.8,0.9,1.0,2.8,2.3,3.0,2.5,25.720000000000006,76.66,32.4,27.8,48.96
25180,Detroit Red Wings,2016-02-08,2,3,0,25.0,100.0,31.0,23.0,45.6,Florida Panthers,vs,0.8,0.9,1.05,3.2,2.6,3.2,2.5,32.38000000000001,72.66,27.4,29.8,47.339999999999996
25209,Detroit Red Wings,2016-02-10,2,3,1,0.0,85.7,29.0,23.0,41.1,Ottawa Senators,vs,1.2,1.1,1.05,3.2,2.7,2.4,2.1,37.38000000000001,72.66,28.2,27.4,45.2
25237,Detroit Red Wings,2016-02-12,1,2,2,20.0,100.0,45.0,21.0,63.3,Colorado Avalanche,vs,1.2,1.1,1.15,3.0,2.7,2.2,2.0,17.380000000000006,69.8,28.8,26.2,46.02
25270,Detroit Red Wings,2016-02-14,2,6,5,40.0,100.0,35.0,22.0,54.1,Boston Bruins,vs,1.4,1.1,1.1,3.2,2.8,2.0,2.1,21.380000000000006,83.14000000000001,32.8,25.8,47.7
25280,Detroit Red Wings,2016-02-15,0,1,4,0.0,80.0,29.0,32.0,36.0,New York Islanders,@,1.8,1.3,1.2,3.8,3.3,1.8,2.4,23.660000000000007,93.14000000000001,32.0,23.6,50.38
25320,Detroit Red Wings,2016-02-18,0,3,6,0.0,100.0,38.0,39.0,50.0,Pittsburgh Penguins,@,1.4,1.1,1.2,3.0,3.1,2.4,2.8,17.000000000000007,93.14000000000001,33.8,24.2,48.019999999999996
25351,Detroit Red Wings,2016-02-20,1,2,2,0.0,100.0,31.0,27.0,55.2,Ottawa Senators,@,1.0,1.1,1.2,3.0,3.1,3.6,3.0,12.000000000000005,93.14000000000001,35.2,27.4,48.9
25366,Detroit Red Wings,2016-02-21,1,0,1,0.0,100.0,22.0,30.0,45.5,New York Rangers,@,0.8,1.0,1.15,2.8,2.9,3.8,3.0,12.000000000000005,96.0,35.6,28.2,51.71999999999999
25388,Detroit Red Wings,2016-02-23,2,1,1,0.0,100.0,28.0,29.0,41.2,Columbus Blue Jackets,vs,0.8,1.1,1.1,2.4,2.8,3.6,2.8,8.000000000000005,96.0,31.0,30.0,48.160000000000004
25444,Detroit Red Wings,2016-02-27,2,5,3,0.0,100.0,28.0,27.0,46.6,Colorado Avalanche,@,0.8,1.3,1.1,1.4,2.6,2.8,2.3,5.684341886080802e-15,96.0,29.6,31.4,45.58
25474,Detroit Red Wings,2016-02-29,2,3,2,25.0,100.0,33.0,41.0,38.8,Dallas Stars,@,1.2,1.3,1.1,2.2,2.6,2.6,2.5,5.684341886080802e-15,100.0,29.4,30.4,47.7
25502,Detroit Red Wings,2016-03-02,0,2,5,25.0,33.3,33.0,33.0,59.7,Chicago Blackhawks,vs,1.6,1.3,1.2,2.2,2.6,1.8,2.7,5.000000000000005,100.0,28.4,30.8,45.46
25562,Detroit Red Wings,2016-03-06,0,1,4,0.0,33.3,34.0,26.0,46.2,Chicago Blackhawks,@,1.4,1.1,1.1,2.2,2.5,2.4,3.1,10.000000000000005,86.66,28.8,32.0,46.36
25591,Detroit Red Wings,2016-03-08,0,3,5,20.0,60.0,35.0,32.0,52.4,Columbus Blue Jackets,@,1.2,1.0,1.05,2.4,2.4,3.0,3.3,10.000000000000005,73.32,31.2,31.2,46.5
25617,Detroit Red Wings,2016-03-10,2,3,2,0.0,100.0,35.0,25.0,60.7,Winnipeg Jets,vs,0.8,0.8,1.05,2.8,2.1,3.8,3.3,14.000000000000005,65.32,32.6,31.8,48.74
25644,Detroit Red Wings,2016-03-12,2,3,2,25.0,66.7,43.0,25.0,66.1,New York Rangers,vs,0.8,1.0,1.05,2.4,2.3,3.6,3.1,14.000000000000005,65.32,34.0,31.4,51.56
25660,Detroit Red Wings,2016-03-13,0,0,1,0.0,100.0,38.0,27.0,52.4,Toronto Maple Leafs,vs,0.8,1.2,1.15,2.4,2.3,3.6,2.7,14.000000000000005,58.65999999999999,36.0,28.2,57.02
25685,Detroit Red Wings,2016-03-15,0,3,4,0.0,100.0,37.0,46.0,48.7,Philadelphia Flyers,@,0.8,1.1,1.05,2.0,2.1,2.8,2.6,9.000000000000005,72.0,37.0,27.0,55.56
25710,Detroit Red Wings,2016-03-17,2,3,1,0.0,66.7,22.0,28.0,52.5,Columbus Blue Jackets,@,0.8,1.0,1.05,2.4,2.4,2.8,2.9,9.000000000000005,85.34,37.6,31.0,56.06
25743,Detroit Red Wings,2016-03-19,2,5,3,66.7,100.0,30.0,26.0,45.5,Florida Panthers,@,1.2,1.0,1.15,2.4,2.6,2.0,2.9,5.000000000000005,86.68,35.0,30.2,56.08
25782,Detroit Red Wings,2016-03-22,0,2,6,100.0,75.0,25.0,34.0,57.1,Tampa Bay Lightning,@,1.2,1.0,1.15,2.8,2.6,2.2,2.9,18.340000000000007,86.68,34.0,30.4,53.04
25806,Detroit Red Wings,2016-03-24,2,4,3,25.0,100.0,40.0,29.0,50.8,Montréal Canadiens,vs,0.8,0.8,1.05,2.6,2.5,3.0,3.3,33.34000000000001,88.34,30.4,32.2,51.239999999999995
25840,Detroit Red Wings,2016-03-26,0,2,7,50.0,60.0,23.0,41.0,52.3,Pittsburgh Penguins,vs,1.2,1.0,1.05,3.4,2.7,3.4,3.1,38.34000000000001,88.34,30.8,32.6,50.92
25865,Detroit Red Wings,2016-03-28,2,3,2,20.0,100.0,29.0,20.0,54.1,Buffalo Sabres,vs,1.2,1.0,1.0,3.2,2.8,4.0,3.4,48.34000000000001,80.34,28.0,31.6,51.64
25886,Detroit Red Wings,2016-03-29,0,3,4,60.0,75.0,42.0,27.0,64.6,Montréal Canadiens,@,1.2,1.2,1.0,3.2,2.8,4.2,3.1,52.34000000000001,87.0,29.4,30.0,51.96
25923,Detroit Red Wings,2016-04-01,2,3,2,50.0,100.0,29.0,22.0,58.5,Minnesota Wild,vs,0.8,1.0,1.0,2.8,2.8,4.4,3.3,51.000000000000014,82.0,31.8,30.2,55.779999999999994
25943,Detroit Red Wings,2016-04-02,2,3,2,33.3,100.0,26.0,34.0,54.8,Toronto Maple Leafs,@,1.2,1.0,1.1,3.0,2.8,3.6,3.3,41.000000000000014,87.0,32.6,27.8,56.05999999999999
25996,Detroit Red Wings,2016-04-06,2,3,0,0.0,100.0,26.0,30.0,45.2,Philadelphia Flyers,vs,1.2,1.2,1.15,2.8,3.1,3.4,3.4,42.66000000000001,87.0,29.8,28.8,56.86
26014,Detroit Red Wings,2016-04-07,0,2,5,0.0,75.0,15.0,34.0,47.5,Boston Bruins,@,1.6,1.4,1.2,3.0,3.1,2.0,3.0,32.660000000000004,95.0,30.4,26.6,55.44
26043,Detroit Red Wings,2016-04-09,0,2,3,25.0,100.0,33.0,20.0,50.8,New York Rangers,@,1.2,1.2,1.1,2.8,3.0,2.6,3.4,28.660000000000004,90.0,27.6,29.4,54.120000000000005
26081,Detroit Red Wings,2016-10-13,0,4,6,50.0,50.0,32.0,36.0,44.0,Tampa Bay Lightning,@,1.2,1.0,1.0,2.6,2.7,2.4,3.4,21.660000000000004,95.0,25.8,28.0,51.36
26107,Detroit Red Wings,2016-10-15,0,1,4,0.0,100.0,22.0,38.0,55.1,Florida Panthers,@,0.8,1.0,0.9,2.8,2.9,3.2,3.4,21.660000000000004,85.0,26.4,30.8,48.46
26130,Detroit Red Wings,2016-10-17,2,5,1,50.0,100.0,25.0,32.0,49.1,Ottawa Senators,vs,0.4,0.8,0.9,2.4,2.6,3.6,3.5,15.000000000000005,85.0,25.6,31.6,48.519999999999996
26160,Detroit Red Wings,2016-10-19,2,2,1,25.0,100.0,18.0,33.0,42.1,New York Rangers,@,0.4,1.0,1.0,2.8,2.9,3.8,2.9,25.000000000000007,85.0,25.4,32.0,49.3
26186,Detroit Red Wings,2016-10-21,2,5,3,28.6,25.0,43.0,33.0,50.0,Nashville Predators,vs,0.8,1.0,1.1,2.8,2.8,3.0,2.8,30.000000000000007,90.0,26.0,31.8,48.22
26203,Detroit Red Wings,2016-10-22,2,3,0,0.0,100.0,32.0,30.0,63.3,San Jose Sharks,vs,1.2,1.2,1.1,3.4,3.0,3.0,2.7,30.720000000000006,75.0,28.0,34.4,48.06
26236,Detroit Red Wings,2016-10-25,2,4,2,0.0,100.0,25.0,31.0,47.1,Carolina Hurricanes,vs,1.6,1.2,1.1,3.2,3.0,1.8,2.5,20.720000000000006,85.0,28.0,33.2,51.92
26264,Detroit Red Wings,2016-10-27,2,1,1,0.0,100.0,27.0,32.0,48.2,St. Louis Blues,@,2.0,1.2,1.2,3.8,3.1,1.4,2.5,20.720000000000006,85.0,28.6,31.8,50.32
26296,Detroit Red Wings,2016-10-29,0,0,1,0.0,100.0,24.0,36.0,36.4,Boston Bruins,vs,2.0,1.2,1.3,3.0,2.9,1.4,2.6,10.720000000000006,85.0,29.0,31.8,50.14
26317,Detroit Red Wings,2016-10-30,0,2,5,40.0,75.0,36.0,24.0,64.4,Florida Panthers,vs,1.6,1.2,1.2,2.6,2.7,1.4,2.2,5.720000000000006,85.0,30.2,32.4,49.0
26349,Detroit Red Wings,2016-11-02,1,3,4,0.0,100.0,25.0,40.0,56.0,Philadelphia Flyers,@,1.2,1.2,1.1,2.0,2.7,1.8,2.4,8.000000000000005,95.0,28.8,30.6,51.879999999999995
26377,Detroit Red Wings,2016-11-04,0,3,5,0.0,80.0,33.0,31.0,57.1,Winnipeg Jets,vs,1.0,1.3,1.15,2.0,2.6,2.6,2.2,8.000000000000005,95.0,27.4,32.6,50.42
26412,Detroit Red Wings,2016-11-06,0,1,2,50.0,50.0,23.0,28.0,57.8,Edmonton Oilers,vs,0.6,1.3,1.05,1.8,2.8,3.2,2.3,8.000000000000005,91.0,29.0,32.6,52.42
26436,Detroit Red Wings,2016-11-08,2,2,2,0.0,50.0,35.0,25.0,41.4,Philadelphia Flyers,@,0.2,1.1,1.05,1.8,2.4,3.4,2.4,18.000000000000007,81.0,28.2,31.8,54.339999999999996
26459,Detroit Red Wings,2016-11-10,2,3,1,0.0,100.0,27.0,37.0,52.4,Vancouver Canucks,vs,0.6,1.1,1.05,2.2,2.4,3.6,2.5,18.000000000000007,71.0,30.4,29.6,55.339999999999996
26497,Detroit Red Wings,2016-11-12,0,0,5,0.0,33.3,25.0,37.0,56.4,Montréal Canadiens,@,1.0,1.1,1.15,2.4,2.2,2.8,2.3,10.000000000000005,76.0,28.6,32.2,52.94
26532,Detroit Red Wings,2016-11-15,0,3,4,50.0,66.7,28.0,22.0,56.4,Tampa Bay Lightning,vs,0.8,0.9,1.05,1.8,1.9,3.0,2.8,10.000000000000005,62.65999999999999,28.6,31.6,53.02
26577,Detroit Red Wings,2016-11-18,0,0,1,0.0,100.0,25.0,28.0,57.4,Washington Capitals,@,0.8,0.7,0.95,1.8,1.8,2.8,3.0,20.000000000000007,60.0,27.6,29.8,52.879999999999995
26606,Detroit Red Wings,2016-11-20,0,2,3,0.0,100.0,23.0,26.0,42.9,Calgary Flames,vs,0.8,0.5,0.85,1.6,1.7,2.6,3.0,10.000000000000005,70.0,28.0,29.8,52.8
26646,Detroit Red Wings,2016-11-23,2,1,1,0.0,100.0,24.0,33.0,58.3,Buffalo Sabres,@,0.4,0.5,0.85,1.6,1.9,2.8,3.2,10.000000000000005,80.0,25.6,30.0,53.1
26674,Detroit Red Wings,2016-11-25,2,5,4,0.0,80.0,33.0,19.0,46.3,New Jersey Devils,@,0.4,0.7,0.95,1.2,1.8,2.8,2.8,10.000000000000005,80.0,25.0,29.2,54.279999999999994
26695,Detroit Red Wings,2016-11-26,1,1,2,0.0,100.0,33.0,24.0,55.7,Montréal Canadiens,vs,0.8,0.8,1.05,2.2,2.0,2.6,2.8,10.000000000000005,89.34,26.6,25.6,52.260000000000005
26732,Detroit Red Wings,2016-11-29,2,3,1,50.0,100.0,20.0,35.0,48.4,Dallas Stars,vs,1.0,0.9,1.1,1.8,1.8,2.2,2.5,5.684341886080802e-15,96.0,27.6,26.0,52.11999999999999
26763,Detroit Red Wings,2016-12-01,1,1,2,0.0,100.0,21.0,30.0,54.7,Florida Panthers,vs,1.4,1.1,1.1,2.4,2.0,2.2,2.4,10.000000000000005,96.0,26.6,27.4,50.32000000000001
26791,Detroit Red Wings,2016-12-03,0,3,5,0.0,100.0,31.0,36.0,52.7,Pittsburgh Penguins,@,1.6,1.0,1.05,2.2,1.9,2.0,2.4,10.000000000000005,96.0,26.2,28.2,52.67999999999999
26808,Detroit Red Wings,2016-12-04,2,4,3,20.0,100.0,34.0,35.0,54.0,New York Islanders,@,1.2,0.8,0.95,2.6,1.9,2.8,2.8,10.000000000000005,96.0,27.6,28.8,51.56
